Step,Loss,LR,Gate_Values
26640,3.3359,0.000258,"[0.559,0.755,0.881]"
26650,3.3922,0.000258,"[0.555,0.749,0.879]"
26660,3.3733,0.000258,"[0.567,0.762,0.873]"
26670,3.3413,0.000258,"[0.562,0.751,0.870]"
26680,3.4872,0.000258,"[0.560,0.753,0.877]"
26690,3.4047,0.000258,"[0.561,0.755,0.874]"
26700,3.3438,0.000258,"[0.563,0.749,0.882]"
26710,3.3959,0.000258,"[0.559,0.745,0.872]"
26720,3.3098,0.000257,"[0.553,0.742,0.862]"
26730,3.3530,0.000257,"[0.550,0.748,0.860]"
26740,3.5506,0.000257,"[0.558,0.749,0.862]"
26750,3.2802,0.000257,"[0.567,0.748,0.885]"
26760,3.4119,0.000257,"[0.563,0.760,0.869]"
26770,3.4906,0.000257,"[0.555,0.756,0.880]"
26780,3.2598,0.000257,"[0.568,0.765,0.878]"
26790,3.3241,0.000257,"[0.559,0.755,0.866]"
26800,3.2327,0.000257,"[0.563,0.743,0.869]"
26810,3.3974,0.000257,"[0.561,0.763,0.874]"
26820,3.2128,0.000257,"[0.557,0.748,0.860]"
26830,3.3089,0.000257,"[0.566,0.748,0.882]"
26840,3.4957,0.000257,"[0.568,0.755,0.873]"
26850,3.3699,0.000257,"[0.566,0.745,0.863]"
26860,3.3511,0.000257,"[0.563,0.761,0.857]"
26870,3.4135,0.000257,"[0.561,0.757,0.880]"
26880,3.3479,0.000257,"[0.558,0.753,0.866]"
26890,3.4531,0.000257,"[0.566,0.755,0.850]"
26900,3.2945,0.000257,"[0.555,0.753,0.866]"
26910,3.5433,0.000257,"[0.566,0.746,0.857]"
26920,3.2068,0.000257,"[0.576,0.747,0.869]"
26930,3.2072,0.000257,"[0.569,0.757,0.884]"
26940,3.2648,0.000257,"[0.552,0.745,0.873]"
26950,3.3265,0.000257,"[0.562,0.749,0.861]"
26960,3.2574,0.000257,"[0.559,0.751,0.865]"
26970,3.3225,0.000257,"[0.554,0.753,0.873]"
26980,3.4437,0.000257,"[0.562,0.740,0.868]"
26990,3.4398,0.000257,"[0.564,0.757,0.865]"
27000,3.4193,0.000257,"[0.565,0.756,0.874]"
27010,3.1629,0.000257,"[0.560,0.743,0.887]"
27020,3.2443,0.000257,"[0.559,0.752,0.874]"
27030,3.3886,0.000257,"[0.557,0.752,0.872]"
27040,3.2340,0.000256,"[0.579,0.750,0.894]"
27050,3.4159,0.000256,"[0.564,0.744,0.868]"
27060,3.3317,0.000256,"[0.572,0.753,0.892]"
27070,3.3498,0.000256,"[0.566,0.751,0.873]"
27080,3.4455,0.000256,"[0.568,0.757,0.879]"
27090,3.4635,0.000256,"[0.568,0.762,0.864]"
27100,3.3589,0.000256,"[0.563,0.752,0.865]"
27110,3.2322,0.000256,"[0.576,0.751,0.874]"
27120,3.2797,0.000256,"[0.562,0.747,0.881]"
27130,3.4219,0.000256,"[0.579,0.745,0.878]"
27140,3.3426,0.000256,"[0.572,0.764,0.862]"
27150,3.3370,0.000256,"[0.567,0.738,0.869]"
27160,3.4394,0.000256,"[0.575,0.757,0.870]"
27170,3.3048,0.000256,"[0.572,0.761,0.882]"
27180,3.4041,0.000256,"[0.568,0.746,0.867]"
27190,3.2821,0.000256,"[0.561,0.743,0.880]"
27200,3.2758,0.000256,"[0.556,0.748,0.852]"
27210,3.3425,0.000256,"[0.571,0.757,0.882]"
27220,3.4336,0.000256,"[0.558,0.746,0.862]"
27230,3.2928,0.000256,"[0.573,0.756,0.870]"
27240,3.2041,0.000256,"[0.566,0.758,0.885]"
27250,3.2542,0.000256,"[0.563,0.733,0.856]"
27260,3.4151,0.000256,"[0.569,0.756,0.878]"
27270,3.3233,0.000256,"[0.570,0.762,0.881]"
27280,3.3038,0.000256,"[0.556,0.753,0.870]"
27290,3.2348,0.000256,"[0.564,0.753,0.876]"
27300,3.4919,0.000256,"[0.583,0.755,0.867]"
27310,3.3485,0.000256,"[0.575,0.753,0.886]"
27320,3.3831,0.000256,"[0.566,0.749,0.869]"
27330,3.2936,0.000256,"[0.568,0.758,0.884]"
27340,3.4787,0.000256,"[0.566,0.756,0.861]"
27350,3.4986,0.000255,"[0.566,0.745,0.868]"
27360,3.3890,0.000255,"[0.563,0.754,0.882]"
27370,3.5298,0.000255,"[0.562,0.747,0.868]"
27380,3.4924,0.000255,"[0.578,0.754,0.868]"
27390,3.3613,0.000255,"[0.574,0.756,0.883]"
27400,3.2606,0.000255,"[0.582,0.767,0.884]"
27410,3.3449,0.000255,"[0.573,0.748,0.867]"
27420,3.3118,0.000255,"[0.577,0.756,0.886]"
27430,3.3181,0.000255,"[0.583,0.762,0.879]"
27440,3.4605,0.000255,"[0.559,0.748,0.866]"
27450,3.1747,0.000255,"[0.575,0.754,0.877]"
27460,3.3302,0.000255,"[0.573,0.746,0.863]"
27470,3.3511,0.000255,"[0.561,0.757,0.864]"
27480,3.3546,0.000255,"[0.568,0.757,0.875]"
27490,3.5089,0.000255,"[0.574,0.763,0.877]"
27500,3.3782,0.000255,"[0.569,0.749,0.882]"
27510,3.2389,0.000255,"[0.571,0.753,0.877]"
27520,3.4851,0.000255,"[0.582,0.761,0.876]"
27530,3.3841,0.000255,"[0.571,0.755,0.856]"
27540,3.4185,0.000255,"[0.570,0.754,0.868]"
27550,3.3894,0.000255,"[0.565,0.755,0.871]"
27560,3.4186,0.000255,"[0.568,0.763,0.871]"
27570,3.3469,0.000255,"[0.568,0.754,0.887]"
27580,3.5321,0.000255,"[0.567,0.753,0.866]"
27590,3.2109,0.000255,"[0.570,0.750,0.880]"
27600,3.4081,0.000255,"[0.571,0.753,0.878]"
27610,3.4362,0.000255,"[0.559,0.756,0.868]"
27620,3.2881,0.000255,"[0.565,0.759,0.869]"
27630,3.1974,0.000255,"[0.572,0.766,0.897]"
27640,3.4191,0.000255,"[0.568,0.764,0.870]"
27650,3.2811,0.000255,"[0.566,0.741,0.882]"
27660,3.4507,0.000254,"[0.568,0.751,0.847]"
27670,3.3654,0.000254,"[0.579,0.768,0.881]"
27680,3.4260,0.000254,"[0.576,0.760,0.878]"
27690,3.1925,0.000254,"[0.568,0.741,0.885]"
27700,3.3321,0.000254,"[0.578,0.756,0.878]"
27710,3.4445,0.000254,"[0.566,0.765,0.883]"
27720,3.4052,0.000254,"[0.574,0.756,0.869]"
27730,3.2147,0.000254,"[0.566,0.740,0.876]"
27740,3.3549,0.000254,"[0.554,0.756,0.867]"
27750,3.4203,0.000254,"[0.561,0.745,0.862]"
27760,3.2454,0.000254,"[0.568,0.756,0.883]"
27770,3.4234,0.000254,"[0.570,0.754,0.868]"
27780,3.0963,0.000254,"[0.559,0.740,0.874]"
27790,3.3504,0.000254,"[0.577,0.751,0.888]"
27800,3.3228,0.000254,"[0.562,0.742,0.877]"
27810,3.4144,0.000254,"[0.575,0.766,0.875]"
27820,3.3557,0.000254,"[0.570,0.748,0.872]"
27830,3.3622,0.000254,"[0.569,0.762,0.873]"
27840,3.2238,0.000254,"[0.568,0.744,0.871]"
27850,3.3729,0.000254,"[0.564,0.750,0.876]"
27860,3.2859,0.000254,"[0.559,0.757,0.860]"
27870,3.3062,0.000254,"[0.573,0.757,0.881]"
27880,3.2607,0.000254,"[0.578,0.743,0.869]"
27890,3.3385,0.000254,"[0.568,0.753,0.878]"
27900,3.1720,0.000254,"[0.562,0.744,0.873]"
27910,3.3227,0.000254,"[0.562,0.747,0.866]"
27920,3.3572,0.000254,"[0.579,0.760,0.882]"
27930,3.2352,0.000254,"[0.576,0.752,0.875]"
27940,3.2977,0.000254,"[0.565,0.749,0.866]"
27950,3.3683,0.000254,"[0.559,0.759,0.867]"
27960,3.3614,0.000254,"[0.570,0.745,0.867]"
27970,3.4935,0.000254,"[0.560,0.759,0.869]"
27980,3.3152,0.000253,"[0.570,0.762,0.882]"
27990,3.3429,0.000253,"[0.561,0.760,0.875]"
28000,3.4032,0.000253,"[0.569,0.768,0.882]"
28010,3.4094,0.000253,"[0.569,0.762,0.866]"
28020,3.5093,0.000253,"[0.572,0.764,0.872]"
28030,3.4301,0.000253,"[0.565,0.757,0.870]"
28040,3.2781,0.000253,"[0.568,0.754,0.874]"
28050,3.4472,0.000253,"[0.554,0.743,0.854]"
28060,3.3779,0.000253,"[0.566,0.762,0.883]"
28070,3.2993,0.000253,"[0.574,0.747,0.869]"
28080,3.4318,0.000253,"[0.569,0.757,0.871]"
28090,3.4383,0.000253,"[0.568,0.760,0.876]"
28100,3.4192,0.000253,"[0.565,0.756,0.878]"
28110,3.3439,0.000253,"[0.576,0.759,0.868]"
28120,3.2455,0.000253,"[0.575,0.747,0.883]"
28130,3.2304,0.000253,"[0.573,0.745,0.863]"
28140,3.2313,0.000253,"[0.568,0.749,0.876]"
28150,3.2343,0.000253,"[0.572,0.750,0.870]"
28160,3.3229,0.000253,"[0.561,0.746,0.857]"
28170,3.5791,0.000253,"[0.564,0.759,0.862]"
28180,3.3312,0.000253,"[0.574,0.754,0.880]"
28190,3.3251,0.000253,"[0.562,0.748,0.865]"
28200,3.3642,0.000253,"[0.567,0.759,0.860]"
28210,3.2661,0.000253,"[0.567,0.761,0.873]"
28220,3.2352,0.000253,"[0.564,0.758,0.866]"
28230,3.4363,0.000253,"[0.559,0.759,0.878]"
28240,3.2726,0.000253,"[0.582,0.761,0.882]"
28250,3.5106,0.000253,"[0.557,0.754,0.856]"
28260,3.3240,0.000253,"[0.574,0.756,0.862]"
28270,3.2745,0.000253,"[0.569,0.757,0.883]"
28280,3.3818,0.000252,"[0.561,0.753,0.868]"
28290,3.3206,0.000252,"[0.573,0.758,0.870]"
28300,3.3617,0.000252,"[0.570,0.743,0.864]"
28310,3.2245,0.000252,"[0.572,0.749,0.869]"
28320,3.1832,0.000252,"[0.557,0.753,0.855]"
28330,3.4223,0.000252,"[0.563,0.753,0.859]"
28340,3.3010,0.000252,"[0.567,0.766,0.878]"
28350,3.2204,0.000252,"[0.566,0.736,0.865]"
28360,3.4357,0.000252,"[0.571,0.758,0.862]"
28370,3.3352,0.000252,"[0.556,0.745,0.854]"
28380,3.3700,0.000252,"[0.567,0.752,0.872]"
28390,3.4152,0.000252,"[0.576,0.760,0.861]"
28400,3.2128,0.000252,"[0.571,0.751,0.885]"
28410,3.2923,0.000252,"[0.571,0.765,0.878]"
28420,3.2067,0.000252,"[0.567,0.756,0.876]"
28430,3.3023,0.000252,"[0.563,0.738,0.851]"
28440,3.1923,0.000252,"[0.570,0.753,0.884]"
28450,3.2923,0.000252,"[0.572,0.744,0.882]"
28460,3.4442,0.000252,"[0.574,0.759,0.875]"
28470,3.2960,0.000252,"[0.569,0.749,0.887]"
28480,3.4888,0.000252,"[0.559,0.753,0.868]"
28490,3.3476,0.000252,"[0.583,0.768,0.877]"
28500,3.2003,0.000252,"[0.561,0.759,0.878]"
28510,3.2621,0.000252,"[0.565,0.759,0.861]"
28520,3.4284,0.000252,"[0.575,0.752,0.859]"
28530,3.3548,0.000252,"[0.556,0.743,0.860]"
28540,3.3771,0.000252,"[0.568,0.772,0.890]"
28550,3.1585,0.000252,"[0.567,0.756,0.881]"
28560,3.2680,0.000252,"[0.558,0.748,0.858]"
28570,3.3537,0.000252,"[0.564,0.758,0.867]"
28580,3.3156,0.000252,"[0.563,0.756,0.883]"
28590,3.4419,0.000251,"[0.562,0.755,0.876]"
28600,3.1632,0.000251,"[0.567,0.759,0.881]"
28610,3.2508,0.000251,"[0.566,0.754,0.864]"
28620,3.3618,0.000251,"[0.566,0.756,0.862]"
28630,3.3456,0.000251,"[0.578,0.752,0.869]"
28640,3.2019,0.000251,"[0.568,0.760,0.883]"
28650,3.4573,0.000251,"[0.557,0.748,0.865]"
28660,3.4238,0.000251,"[0.556,0.750,0.868]"
28670,3.3286,0.000251,"[0.570,0.756,0.868]"
28680,3.3272,0.000251,"[0.574,0.754,0.876]"
28690,3.3754,0.000251,"[0.572,0.748,0.862]"
28700,3.3811,0.000251,"[0.569,0.757,0.877]"
28710,3.3360,0.000251,"[0.568,0.766,0.873]"
28720,3.3563,0.000251,"[0.566,0.739,0.861]"
28730,3.2023,0.000251,"[0.573,0.754,0.872]"
28740,3.2865,0.000251,"[0.566,0.751,0.873]"
28750,3.3456,0.000251,"[0.565,0.753,0.872]"
28760,3.3496,0.000251,"[0.565,0.744,0.857]"
28770,3.2370,0.000251,"[0.561,0.753,0.865]"
28780,3.4817,0.000251,"[0.564,0.758,0.870]"
28790,3.3335,0.000251,"[0.569,0.751,0.879]"
28800,3.3365,0.000251,"[0.563,0.747,0.865]"
28810,3.2785,0.000251,"[0.571,0.749,0.873]"
28820,3.3673,0.000251,"[0.578,0.751,0.874]"
28830,3.3935,0.000251,"[0.567,0.746,0.865]"
28840,3.4493,0.000251,"[0.565,0.750,0.867]"
28850,3.3257,0.000251,"[0.573,0.753,0.871]"
28860,3.4085,0.000251,"[0.573,0.750,0.873]"
28870,3.4808,0.000251,"[0.562,0.754,0.869]"
28880,3.4008,0.000251,"[0.570,0.757,0.875]"
28890,3.4374,0.000250,"[0.567,0.755,0.860]"
28900,3.5074,0.000250,"[0.579,0.766,0.873]"
28910,3.4118,0.000250,"[0.572,0.758,0.881]"
28920,3.2127,0.000250,"[0.571,0.762,0.886]"
28930,3.3418,0.000250,"[0.567,0.744,0.865]"
28940,3.4049,0.000250,"[0.567,0.755,0.869]"
28950,3.5295,0.000250,"[0.566,0.764,0.870]"
28960,3.3206,0.000250,"[0.564,0.755,0.881]"
28970,3.1367,0.000250,"[0.566,0.740,0.864]"
28980,3.2795,0.000250,"[0.571,0.748,0.873]"
28990,3.1994,0.000250,"[0.562,0.754,0.871]"
29000,3.2292,0.000250,"[0.567,0.749,0.873]"
29010,3.3200,0.000250,"[0.569,0.754,0.873]"
29020,3.1515,0.000250,"[0.574,0.753,0.883]"
29030,3.2497,0.000250,"[0.568,0.753,0.882]"
29040,3.4661,0.000250,"[0.567,0.757,0.879]"
29050,3.1343,0.000250,"[0.575,0.754,0.878]"
29060,3.1176,0.000250,"[0.569,0.759,0.885]"
29070,3.1617,0.000250,"[0.578,0.757,0.870]"
29080,3.2092,0.000250,"[0.576,0.760,0.875]"
29090,3.4225,0.000250,"[0.565,0.759,0.872]"
29100,3.2941,0.000250,"[0.560,0.750,0.857]"
29110,3.4025,0.000250,"[0.559,0.756,0.876]"
29120,3.1522,0.000250,"[0.563,0.743,0.866]"
29130,3.2301,0.000250,"[0.563,0.743,0.865]"
29140,3.3965,0.000250,"[0.568,0.755,0.874]"
29150,3.1957,0.000250,"[0.571,0.750,0.872]"
29160,3.1526,0.000250,"[0.574,0.735,0.873]"
29170,3.3986,0.000250,"[0.560,0.746,0.862]"
29180,3.5607,0.000250,"[0.554,0.750,0.858]"
29190,3.3313,0.000249,"[0.567,0.756,0.862]"
29200,3.4255,0.000249,"[0.577,0.760,0.872]"
29210,3.4173,0.000249,"[0.560,0.747,0.862]"
29220,3.3918,0.000249,"[0.567,0.751,0.852]"
29230,3.2807,0.000249,"[0.561,0.759,0.872]"
29240,3.3085,0.000249,"[0.567,0.757,0.880]"
29250,3.3095,0.000249,"[0.578,0.758,0.869]"
29260,3.3772,0.000249,"[0.557,0.747,0.875]"
29270,3.1305,0.000249,"[0.568,0.751,0.879]"
29280,3.4278,0.000249,"[0.568,0.745,0.871]"
29290,3.3516,0.000249,"[0.575,0.761,0.870]"
29300,3.2433,0.000249,"[0.570,0.737,0.864]"
29310,3.2478,0.000249,"[0.569,0.760,0.874]"
29320,3.2971,0.000249,"[0.565,0.758,0.878]"
29330,3.2910,0.000249,"[0.570,0.756,0.870]"
29340,3.3140,0.000249,"[0.568,0.760,0.870]"
29350,3.2946,0.000249,"[0.561,0.748,0.864]"
29360,3.3236,0.000249,"[0.573,0.762,0.891]"
29370,3.3399,0.000249,"[0.576,0.763,0.869]"
29380,3.1305,0.000249,"[0.576,0.743,0.862]"
29390,3.4156,0.000249,"[0.572,0.761,0.890]"
29400,3.4333,0.000249,"[0.574,0.767,0.875]"
29410,3.2946,0.000249,"[0.571,0.759,0.862]"
29420,3.2090,0.000249,"[0.576,0.750,0.874]"
29430,3.4257,0.000249,"[0.565,0.754,0.857]"
29440,3.2973,0.000249,"[0.570,0.767,0.876]"
29450,3.1903,0.000249,"[0.569,0.761,0.882]"
29460,3.2128,0.000249,"[0.565,0.744,0.866]"
29470,3.4264,0.000249,"[0.580,0.764,0.885]"
29480,3.2663,0.000249,"[0.574,0.760,0.880]"
29490,3.4139,0.000248,"[0.568,0.753,0.874]"
29500,3.4236,0.000248,"[0.569,0.755,0.873]"
29510,3.3002,0.000248,"[0.565,0.750,0.862]"
29520,3.2807,0.000248,"[0.575,0.747,0.857]"
29530,3.5048,0.000248,"[0.572,0.757,0.861]"
29540,3.3200,0.000248,"[0.580,0.754,0.867]"
29550,3.2527,0.000248,"[0.584,0.755,0.883]"
29560,3.4006,0.000248,"[0.564,0.752,0.867]"
29570,3.2998,0.000248,"[0.568,0.763,0.874]"
29580,3.2543,0.000248,"[0.558,0.746,0.861]"
29590,3.2592,0.000248,"[0.571,0.748,0.851]"
29600,3.4810,0.000248,"[0.567,0.753,0.883]"
29610,3.3012,0.000248,"[0.569,0.760,0.877]"
29620,3.2394,0.000248,"[0.572,0.761,0.887]"
29630,3.2300,0.000248,"[0.563,0.738,0.863]"
29640,3.3650,0.000248,"[0.577,0.761,0.871]"
29650,3.2319,0.000248,"[0.562,0.750,0.880]"
29660,3.1637,0.000248,"[0.580,0.752,0.893]"
29670,3.3372,0.000248,"[0.577,0.750,0.872]"
29680,3.2121,0.000248,"[0.569,0.740,0.875]"
29690,3.2259,0.000248,"[0.572,0.746,0.878]"
29700,3.3013,0.000248,"[0.572,0.763,0.878]"
29710,3.3704,0.000248,"[0.563,0.754,0.862]"
29720,3.4851,0.000248,"[0.569,0.757,0.856]"
29730,3.2630,0.000248,"[0.570,0.742,0.869]"
29740,3.3240,0.000248,"[0.571,0.747,0.865]"
29750,3.1626,0.000248,"[0.571,0.739,0.865]"
29760,3.2832,0.000248,"[0.563,0.750,0.874]"
29770,3.2462,0.000248,"[0.572,0.737,0.874]"
29780,3.5091,0.000248,"[0.573,0.752,0.878]"
29790,3.2810,0.000247,"[0.566,0.754,0.863]"
29800,3.1874,0.000247,"[0.576,0.745,0.871]"
29810,3.2413,0.000247,"[0.559,0.742,0.870]"
29820,3.3748,0.000247,"[0.566,0.753,0.872]"
29830,3.2961,0.000247,"[0.574,0.751,0.858]"
29840,3.5070,0.000247,"[0.578,0.758,0.871]"
29850,3.1434,0.000247,"[0.567,0.750,0.874]"
29860,3.2368,0.000247,"[0.572,0.751,0.884]"
29870,3.3164,0.000247,"[0.575,0.754,0.867]"
29880,3.4131,0.000247,"[0.577,0.759,0.879]"
29890,3.3000,0.000247,"[0.573,0.755,0.879]"
29900,3.2092,0.000247,"[0.571,0.746,0.883]"
29910,3.3895,0.000247,"[0.571,0.742,0.859]"
29920,3.3872,0.000247,"[0.583,0.756,0.865]"
29930,3.4341,0.000247,"[0.557,0.742,0.871]"
29940,3.4447,0.000247,"[0.562,0.741,0.853]"
29950,3.2979,0.000247,"[0.570,0.760,0.871]"
29960,3.3339,0.000247,"[0.566,0.745,0.873]"
29970,3.4495,0.000247,"[0.565,0.745,0.877]"
29980,3.2494,0.000247,"[0.573,0.756,0.894]"
29990,3.1770,0.000247,"[0.570,0.753,0.872]"
30000,3.3257,0.000247,"[0.565,0.752,0.866]"
30010,3.2476,0.000247,"[0.567,0.760,0.876]"
30020,3.2653,0.000247,"[0.564,0.744,0.854]"
30030,3.5710,0.000247,"[0.579,0.767,0.878]"
30040,3.2539,0.000247,"[0.565,0.737,0.864]"
30050,3.4392,0.000247,"[0.560,0.745,0.861]"
30060,3.2744,0.000247,"[0.563,0.754,0.874]"
30070,3.4109,0.000247,"[0.564,0.745,0.866]"
30080,3.2012,0.000246,"[0.568,0.757,0.875]"
30090,3.4481,0.000246,"[0.548,0.751,0.862]"
30100,3.4060,0.000246,"[0.558,0.756,0.866]"
30110,3.2427,0.000246,"[0.572,0.757,0.869]"
30120,3.3002,0.000246,"[0.573,0.755,0.888]"
30130,3.3121,0.000246,"[0.565,0.751,0.878]"
30140,3.5445,0.000246,"[0.568,0.757,0.864]"
30150,3.2090,0.000246,"[0.568,0.752,0.874]"
30160,3.2997,0.000246,"[0.563,0.745,0.853]"
30170,3.2799,0.000246,"[0.570,0.749,0.868]"
30180,3.3364,0.000246,"[0.564,0.760,0.886]"
30190,3.1767,0.000246,"[0.573,0.753,0.884]"
30200,3.3404,0.000246,"[0.576,0.755,0.879]"
30210,3.5120,0.000246,"[0.570,0.755,0.873]"
30220,3.5391,0.000246,"[0.571,0.755,0.876]"
30230,3.2529,0.000246,"[0.561,0.749,0.874]"
30240,3.3951,0.000246,"[0.562,0.749,0.846]"
30250,3.3784,0.000246,"[0.558,0.754,0.870]"
30260,3.3071,0.000246,"[0.564,0.751,0.863]"
30270,3.2334,0.000246,"[0.565,0.760,0.881]"
30280,3.3443,0.000246,"[0.579,0.766,0.869]"
30290,3.4818,0.000246,"[0.569,0.754,0.855]"
30300,3.4612,0.000246,"[0.571,0.758,0.857]"
30310,3.4070,0.000246,"[0.575,0.756,0.875]"
30320,3.3706,0.000246,"[0.562,0.751,0.858]"
30330,3.2319,0.000246,"[0.562,0.745,0.857]"
30340,3.4848,0.000246,"[0.591,0.752,0.863]"
30350,3.3188,0.000246,"[0.566,0.740,0.862]"
30360,3.3236,0.000246,"[0.584,0.755,0.888]"
30370,3.6163,0.000245,"[0.572,0.761,0.862]"
30380,3.4014,0.000245,"[0.570,0.760,0.876]"
30390,3.2035,0.000245,"[0.570,0.747,0.864]"
30400,3.5489,0.000245,"[0.557,0.746,0.862]"
30410,3.2188,0.000245,"[0.574,0.752,0.884]"
30420,3.3383,0.000245,"[0.575,0.758,0.868]"
30430,3.2594,0.000245,"[0.566,0.752,0.869]"
30440,3.2574,0.000245,"[0.563,0.752,0.878]"
30450,3.4148,0.000245,"[0.554,0.760,0.862]"
30460,3.2911,0.000245,"[0.576,0.747,0.877]"
30470,3.2839,0.000245,"[0.560,0.755,0.872]"
30480,3.3679,0.000245,"[0.566,0.750,0.876]"
30490,3.1758,0.000245,"[0.573,0.764,0.884]"
30500,3.4384,0.000245,"[0.587,0.766,0.879]"
30510,3.1972,0.000245,"[0.566,0.758,0.876]"
30520,3.1098,0.000245,"[0.575,0.746,0.883]"
30530,3.3207,0.000245,"[0.560,0.742,0.870]"
30540,3.1215,0.000245,"[0.577,0.752,0.878]"
30550,3.3469,0.000245,"[0.561,0.742,0.874]"
30560,3.2691,0.000245,"[0.567,0.748,0.875]"
30570,3.2894,0.000245,"[0.562,0.758,0.884]"
30580,3.4884,0.000245,"[0.572,0.761,0.876]"
30590,3.3075,0.000245,"[0.570,0.754,0.888]"
30600,3.3727,0.000245,"[0.568,0.755,0.868]"
30610,3.1730,0.000245,"[0.569,0.755,0.888]"
30620,3.3282,0.000245,"[0.574,0.755,0.874]"
30630,3.2296,0.000245,"[0.567,0.750,0.878]"
30640,3.3117,0.000245,"[0.570,0.752,0.875]"
30650,3.2959,0.000245,"[0.564,0.758,0.896]"
30660,3.2724,0.000244,"[0.568,0.741,0.871]"
30670,3.2760,0.000244,"[0.579,0.765,0.872]"
30680,3.2646,0.000244,"[0.585,0.746,0.880]"
30690,3.3420,0.000244,"[0.579,0.762,0.883]"
30700,3.3178,0.000244,"[0.561,0.752,0.889]"
30710,3.2884,0.000244,"[0.571,0.753,0.874]"
30720,3.0797,0.000244,"[0.567,0.754,0.871]"
30730,3.2676,0.000244,"[0.570,0.750,0.866]"
30740,3.3930,0.000244,"[0.561,0.749,0.853]"
30750,3.4122,0.000244,"[0.580,0.758,0.861]"
30760,3.4396,0.000244,"[0.575,0.752,0.868]"
30770,3.1131,0.000244,"[0.585,0.753,0.878]"
30780,3.3822,0.000244,"[0.560,0.759,0.866]"
30790,3.3776,0.000244,"[0.577,0.755,0.882]"
30800,3.3166,0.000244,"[0.575,0.750,0.864]"
30810,3.2435,0.000244,"[0.581,0.752,0.873]"
30820,3.2638,0.000244,"[0.574,0.752,0.883]"
30830,3.4431,0.000244,"[0.580,0.754,0.860]"
30840,3.3728,0.000244,"[0.575,0.766,0.874]"
30850,3.4339,0.000244,"[0.570,0.747,0.862]"
30860,3.4366,0.000244,"[0.560,0.757,0.868]"
30870,3.3867,0.000244,"[0.585,0.753,0.863]"
30880,3.5070,0.000244,"[0.574,0.754,0.863]"
30890,3.3526,0.000244,"[0.576,0.754,0.869]"
30900,3.2121,0.000244,"[0.563,0.759,0.878]"
30910,3.3751,0.000244,"[0.560,0.762,0.868]"
30920,3.2530,0.000244,"[0.564,0.754,0.869]"
30930,3.3623,0.000244,"[0.578,0.751,0.871]"
30940,3.3442,0.000244,"[0.566,0.751,0.864]"
30950,3.3688,0.000243,"[0.567,0.752,0.857]"
30960,3.3964,0.000243,"[0.571,0.754,0.879]"
30970,3.0854,0.000243,"[0.570,0.749,0.865]"
30980,3.1504,0.000243,"[0.570,0.744,0.882]"
30990,3.3279,0.000243,"[0.561,0.757,0.862]"
31000,3.3274,0.000243,"[0.575,0.749,0.862]"
31010,3.1398,0.000243,"[0.576,0.751,0.873]"
31020,3.4609,0.000243,"[0.572,0.754,0.884]"
31030,3.3575,0.000243,"[0.569,0.754,0.875]"
31040,3.2148,0.000243,"[0.568,0.753,0.869]"
31050,3.4153,0.000243,"[0.561,0.758,0.868]"
31060,3.3347,0.000243,"[0.564,0.752,0.862]"
31070,3.3214,0.000243,"[0.573,0.747,0.860]"
31080,3.3578,0.000243,"[0.572,0.759,0.876]"
31090,3.2043,0.000243,"[0.566,0.751,0.864]"
31100,3.4607,0.000243,"[0.561,0.750,0.868]"
31110,3.3257,0.000243,"[0.570,0.744,0.870]"
31120,3.1110,0.000243,"[0.576,0.745,0.875]"
31130,3.5512,0.000243,"[0.566,0.754,0.867]"
31140,3.1769,0.000243,"[0.571,0.747,0.868]"
31150,3.3379,0.000243,"[0.573,0.749,0.872]"
31160,3.2938,0.000243,"[0.575,0.752,0.877]"
31170,3.1289,0.000243,"[0.572,0.749,0.871]"
31180,3.1524,0.000243,"[0.574,0.754,0.864]"
31190,3.2984,0.000243,"[0.565,0.758,0.882]"
31200,3.3317,0.000243,"[0.564,0.742,0.860]"
31210,3.2663,0.000243,"[0.557,0.736,0.862]"
31220,3.3565,0.000243,"[0.586,0.755,0.884]"
31230,3.3274,0.000242,"[0.566,0.742,0.850]"
31240,3.2143,0.000242,"[0.567,0.748,0.879]"
31250,3.1824,0.000242,"[0.580,0.751,0.871]"
31260,3.5155,0.000242,"[0.568,0.756,0.871]"
31270,3.3248,0.000242,"[0.569,0.757,0.874]"
31280,3.3187,0.000242,"[0.575,0.760,0.867]"
31290,3.1691,0.000242,"[0.565,0.747,0.875]"
31300,3.4438,0.000242,"[0.570,0.750,0.880]"
31310,3.2554,0.000242,"[0.567,0.745,0.859]"
31320,3.2014,0.000242,"[0.571,0.743,0.879]"
31330,3.3737,0.000242,"[0.568,0.752,0.866]"
31340,3.3886,0.000242,"[0.574,0.754,0.883]"
31350,3.3573,0.000242,"[0.569,0.760,0.867]"
31360,3.3084,0.000242,"[0.569,0.741,0.864]"
31370,3.2988,0.000242,"[0.566,0.753,0.877]"
31380,3.3453,0.000242,"[0.582,0.762,0.879]"
31390,3.4196,0.000242,"[0.569,0.751,0.866]"
31400,3.4685,0.000242,"[0.567,0.746,0.876]"
31410,3.3386,0.000242,"[0.566,0.756,0.878]"
31420,3.2215,0.000242,"[0.573,0.756,0.881]"
31430,3.1307,0.000242,"[0.565,0.752,0.868]"
31440,3.2118,0.000242,"[0.560,0.749,0.878]"
31450,3.1972,0.000242,"[0.574,0.755,0.870]"
